Modif_taxonomy_FM	ID	order	family	subfamily	genus	subgenus	specificEpithet	infraspecificEpithet	scientificName	scientificNameAuthorship	acceptedNameUsage	namePublishedInYear	country	Locality	locationRemarks	habitat	decimalLongitude	decimalLatitude	geodeticDatum	Easting_EPSG3035	Northing_EPSG3035	Coord.Uncertainty	Coord.Validator	associatedReferences	PublicationYear	source	researchGroup	Habitat_Florian	Access_Florian	order_FM	family_FM	subfamily_FM	genus_FM	subgenus_FM	specificEpithet_FM	infraspecificEpithet_FM	scientificName_FM	FM_dwc_identificationQualifier	FM_identification_addendum	scientificNameAuthorship_FM	acceptedNameUsage_FM	namePublishedInYear_FM
	33	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sensitivus	NULL	Acanthocyclops sensitivus	(Graeter & Chappuis, 1914)	Acanthocyclops sensitivus (Graeter & Chappuis, 1914)	1914	Austria	Lauterach, Bregenz district	well	NULL	9.731	47.474	EPSG: 4326	4300708.546	2706746.722	2 km	Francesco Cerasoli	Pesta O. (1934) Eine Wiederentdeckung von Cyclops sensitivus A. Graeter et Chappuis (Copepoda Cyclopoida Subterranea). Zool. Anz., 106(5/6): 125-127	1934	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Well	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sensitivus	NULL	Acanthocyclops sensitivus			(Graeter & Chappuis, 1914)	Acanthocyclops sensitivus (Graeter & Chappuis, 1914)	1914
	34	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sensitivus	NULL	Acanthocyclops sensitivus	(Graeter & Chappuis, 1914)	Acanthocyclops sensitivus (Graeter & Chappuis, 1914)	1914	Austria	Wien, Lobau wetland	unconsolidated (phreatic)	Unclear	16.565	48.16	EPSG: 4326	4808899.562	2804643.84	0.5 km	Francesco Cerasoli	Pospisil P. (1999) The composition of cyclopoid assemblage in ecologically different groundwater habitats of a Danube riverine wetland in Austria. Crustaceana, 72(8): 885-892	1999	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sensitivus	NULL	Acanthocyclops sensitivus			(Graeter & Chappuis, 1914)	Acanthocyclops sensitivus (Graeter & Chappuis, 1914)	1914
	35	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sensitivus	NULL	Acanthocyclops sensitivus	(Graeter & Chappuis, 1914)	Acanthocyclops sensitivus (Graeter & Chappuis, 1914)	1914	Austria	Wien, Lobau wetland	unconsolidated (phreatic)	Unclear	16.565	48.16	EPSG: 4326	4808899.562	2804643.84	0.5 km	Francesco Cerasoli	Pospisil P., Danielopol D. L. (2000) Diversity of groundwater dwelling Cyclopoida (Crustacea, Copepoda) in a Danube wetland in Austria. Vie Milieu, 50(3): 137-150	2000	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sensitivus	NULL	Acanthocyclops sensitivus			(Graeter & Chappuis, 1914)	Acanthocyclops sensitivus (Graeter & Chappuis, 1914)	1914
	36	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sensitivus	NULL	Acanthocyclops sensitivus	(Graeter & Chappuis, 1914)	Acanthocyclops sensitivus (Graeter & Chappuis, 1914)	1914	Austria	Maria GrÅn, Prater, Wien	well	NULL	16.441	48.195	EPSG: 4326	4799380.69	2807710.008	1 km	Francesco Cerasoli	Kiefer F. (1964) Zur Kenntnis der subterranen Copepoden (Crustacea) ôsterreichs. Ann. Naturhist. Mus. Wien, 67: 477-485	1964	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Well	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sensitivus	NULL	Acanthocyclops sensitivus			(Graeter & Chappuis, 1914)	Acanthocyclops sensitivus (Graeter & Chappuis, 1914)	1914
	37	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sensitivus	NULL	Acanthocyclops sensitivus	(Graeter & Chappuis, 1914)	Acanthocyclops sensitivus (Graeter & Chappuis, 1914)	1914	Austria	Kagran, Wien	well	NULL	16.449	48.258	EPSG: 4326	4799377.176	2814742.395	2 km	Francesco Cerasoli	Kiefer F. (1964) Zur Kenntnis der subterranen Copepoden (Crustacea) ôsterreichs. Ann. Naturhist. Mus. Wien, 67: 477-485	1964	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Well	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sensitivus	NULL	Acanthocyclops sensitivus			(Graeter & Chappuis, 1914)	Acanthocyclops sensitivus (Graeter & Chappuis, 1914)	1914
yes	38	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sp.	NULL	Acanthocyclops sp. group venustus	NULL	NULL	NULL	Austria	Wien-Umgebung, Wien, Lobau site B	unconsolidated	Unclear	16.539	48.164	EPSG: 4326	4806934.758	2804915.491	0.5 km	Francesco Cerasoli	Pospisil P. (1994) The groundwater fauna of a Danube aquifer in the Lobau wetland in Vienna, Austria. In Gibert J., Danielopol D.L. and Stanford J.A. (eds), Groundwater Ecology. Academic Press, New York, 347-366	1994	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL		NULL	Acanthocyclops sp.		group venustus	NULL	NULL	NULL
yes	39	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sp.	NULL	Acanthocyclops sp. group venustus	NULL	NULL	NULL	Austria	Wien-Umgebung, Wien, Lobau site C	unconsolidated	Unclear	16.565	48.16	EPSG: 4326	4808899.562	2804643.84	0.5 km	Francesco Cerasoli	Pospisil P. (1994) The groundwater fauna of a Danube aquifer in the Lobau wetland in Vienna, Austria. In Gibert J., Danielopol D.L. and Stanford J.A. (eds), Groundwater Ecology. Academic Press, New York, 347-366	1994	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL		NULL	Acanthocyclops sp.		group venustus	NULL	NULL	NULL
yes	40	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sp.	NULL	Acanthocyclops sp. group venustus	NULL	NULL	NULL	Austria	Wien-Umgebung, Wien, Lobau site A	unconsolidated	Unclear	16.565	48.16	EPSG: 4326	4808899.562	2804643.84	0.5 km	Francesco Cerasoli	Pospisil P. (1994) The groundwater fauna of a Danube aquifer in the Lobau wetland in Vienna, Austria. In Gibert J., Danielopol D.L. and Stanford J.A. (eds), Groundwater Ecology. Academic Press, New York, 347-366	1994	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL		NULL	Acanthocyclops sp.		group venustus	NULL	NULL	NULL
yes	41	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sp.	NULL	Acanthocyclops sp. group venustus	NULL	NULL	NULL	Austria	Weidling, Klosterneuburg commune, Lower Austria	well	NULL	16.304	48.288	EPSG: 4326	4788374.101	2817137.543	1 km	Francesco Cerasoli	Kiefer F. (1964) Zur Kenntnis der subterranen Copepoden (Crustacea) ôsterreichs. Ann. Naturhist. Mus. Wien, 67: 477-485	1964	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Well	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL		NULL	Acanthocyclops sp.		group venustus	NULL	NULL	NULL
yes	42	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sp.	NULL	Acanthocyclops sp. group venustus	NULL	NULL	NULL	Austria	Maria GrÅn, Prater, Wien	well	NULL	16.441	48.195	EPSG: 4326	4799380.69	2807710.008	1 km	Francesco Cerasoli	Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594	1998	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Well	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL		NULL	Acanthocyclops sp.		group venustus	NULL	NULL	NULL
yes	43	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sp.	NULL	Acanthocyclops sp. group venustus	NULL	NULL	NULL	Austria	Weidling, Lower Austria	well	NULL	16.304	48.289	EPSG: 4326	4788364.848	2817248.362	2 km	Francesco Cerasoli	Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594	1998	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Well	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL		NULL	Acanthocyclops sp.		group venustus	NULL	NULL	NULL
yes	44	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sp.	NULL	Acanthocyclops sp. group venustus	NULL	NULL	NULL	Austria	Kagran, Wien	well	NULL	16.449	48.258	EPSG: 4326	4799377.176	2814742.395	2 km	Francesco Cerasoli	Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594	1998	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Well	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL		NULL	Acanthocyclops sp.		group venustus	NULL	NULL	NULL
yes	45	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sp.	NULL	Acanthocyclops sp. group venustus	NULL	NULL	NULL	Austria	Groundwater  of  Salzburg  basin,  Lower  Alp	Groundwater	NULL	12.993	47.945	EPSG: 4326	4544643.747	2763573.852	20 km	Francesco Cerasoli	Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594	1998	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer		Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL		NULL	Acanthocyclops sp.		group venustus	NULL	NULL	NULL
yes	46	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sp.	NULL	Acanthocyclops sp. group venustus	NULL	NULL	NULL	Austria	Wien, Lobau wetland	unconsolidated (phreatic)	Unclear	16.565	48.16	EPSG: 4326	4808899.562	2804643.84	0.5 km	Francesco Cerasoli	Pospisil P. (1999) The composition of cyclopoid assemblage in ecologically different groundwater habitats of a Danube riverine wetland in Austria. Crustaceana, 72(8): 885-892	1999	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL		NULL	Acanthocyclops sp.		group venustus	NULL	NULL	NULL
yes	47	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sp.	NULL	Acanthocyclops sp. group venustus	NULL	NULL	NULL	Austria	Wien, Lobau wetland	unconsolidated (phreatic)	Unclear	16.565	48.16	EPSG: 4326	4808899.562	2804643.84	0.5 km	Francesco Cerasoli	Pospisil P., Danielopol D. L. (2000) Diversity of groundwater dwelling Cyclopoida (Crustacea, Copepoda) in a Danube wetland in Austria. Vie Milieu, 50(3): 137-150	2000	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL		NULL	Acanthocyclops sp.		group venustus	NULL	NULL	NULL
yes	48	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sp.	NULL	Acanthocyclops sp. group venustus	NULL	NULL	NULL	Austria	Maria GrÅn, Prater, Wien	well	NULL	16.441	48.195	EPSG: 4326	4799380.69	2807710.008	1 km	Francesco Cerasoli	Kiefer F. (1964) Zur Kenntnis der subterranen Copepoden (Crustacea) ôsterreichs. Ann. Naturhist. Mus. Wien, 67: 477-485	1964	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Well	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL		NULL	Acanthocyclops sp.		group venustus	NULL	NULL	NULL
yes	49	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sp.	NULL	Acanthocyclops sp. group venustus	NULL	NULL	NULL	Austria	Wien, Lobau wetland	unconsolidated (phreatic)	Unclear	16.565	48.16	EPSG: 4326	4808899.562	2804643.84	0.5 km	Francesco Cerasoli	Pospisil P. (1989) Acanthocyclops gmaineri n. sp. (Crustacea, Copepoda) aus dem Grundwasser von Wien (Osterreich): Bemerkungen zur Zoogeographie und zur Sauerstoffsituation des Grundwassers am Fundort. Zool. Anz., 223(3/4): 220-230	1989	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL		NULL	Acanthocyclops sp.		group venustus	NULL	NULL	NULL
yes	50	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sp.	NULL	Acanthocyclops sp. group venustus	NULL	NULL	NULL	Austria	Maria GrÅn, Prater, Wien	well	NULL	16.441	48.195	EPSG: 4326	4799380.69	2807710.008	1 km	Francesco Cerasoli	Kiefer F. (1964) Zur Kenntnis der subterranen Copepoden (Crustacea) ôsterreichs. Ann. Naturhist. Mus. Wien, 67: 477-485	1964	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Well	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL		NULL	Acanthocyclops sp.		group venustus	NULL	NULL	NULL
yes	51	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sp.	NULL	Acanthocyclops sp. group venustus	NULL	NULL	NULL	Austria	Kagran, Wien	well	NULL	16.449	48.258	EPSG: 4326	4799377.176	2814742.395	2 km	Francesco Cerasoli	Kiefer F. (1964) Zur Kenntnis der subterranen Copepoden (Crustacea) ôsterreichs. Ann. Naturhist. Mus. Wien, 67: 477-485	1964	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Well	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL		NULL	Acanthocyclops sp.		group venustus	NULL	NULL	NULL
yes	52	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL	sp.	NULL	Acanthocyclops sp. group venustus	NULL	NULL	NULL	Austria	Kagran, Wien	well	NULL	16.449	48.258	EPSG: 4326	4799377.176	2814742.395	2 km	Francesco Cerasoli	Kiefer F. (1964) Zur Kenntnis der subterranen Copepoden (Crustacea) ôsterreichs. Ann. Naturhist. Mus. Wien, 67: 477-485	1964	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Well	Cyclopoida	Cyclopidae	Cyclopinae	Acanthocyclops	NULL		NULL	Acanthocyclops sp.		group venustus	NULL	NULL	NULL
	53	Cyclopoida	Cyclopidae	Eucyclopinae	Austriocyclops	NULL	vindobonae	NULL	Austriocyclops vindobonae	Kiefer, 1964	Austriocyclops vindobonae Kiefer, 1964	1964	Austria	Wien-Umgebung, Wien, Lobau site B	unconsolidated	Unclear	16.539	48.164	EPSG: 4326	4806934.758	2804915.491	0.5 km	Francesco Cerasoli	Pospisil P. (1994) The groundwater fauna of a Danube aquifer in the Lobau wetland in Vienna, Austria. In Gibert J., Danielopol D.L. and Stanford J.A. (eds), Groundwater Ecology. Academic Press, New York, 347-366	1994	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Cyclopoida	Cyclopidae	Eucyclopinae	Austriocyclops	NULL	vindobonae	NULL	Austriocyclops vindobonae			Kiefer, 1964	Austriocyclops vindobonae Kiefer, 1964	1964
	54	Cyclopoida	Cyclopidae	Eucyclopinae	Austriocyclops	NULL	vindobonae	NULL	Austriocyclops vindobonae	Kiefer, 1964	Austriocyclops vindobonae Kiefer, 1964	1964	Austria	Wien-Umgebung, Wien, Lobau site B	unconsolidated	Unclear	16.539	48.164	EPSG: 4326	4806934.758	2804915.491	0.5 km	Francesco Cerasoli	Pospisil P., Stoch F. (1997) Rediscovery and redescription  of Austriocyclops vindobonae Kiefer, 1964 (Copepoda, Cyclopoida) with remarks on the subfamily Eucyclopinae Kiefer. Crustaceana, 70(8): 901-910	1997	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Cyclopoida	Cyclopidae	Eucyclopinae	Austriocyclops	NULL	vindobonae	NULL	Austriocyclops vindobonae			Kiefer, 1964	Austriocyclops vindobonae Kiefer, 1964	1964
	55	Cyclopoida	Cyclopidae	Eucyclopinae	Austriocyclops	NULL	vindobonae	NULL	Austriocyclops vindobonae	Kiefer, 1964	Austriocyclops vindobonae Kiefer, 1964	1964	Austria	Groundwater  at St. Polten	Groundwater	NULL	15.616	48.207	EPSG: 4326	4738153.741	2804035.606	Comm.Centr	Francesco Cerasoli	Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594	1998	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer		Cyclopoida	Cyclopidae	Eucyclopinae	Austriocyclops	NULL	vindobonae	NULL	Austriocyclops vindobonae			Kiefer, 1964	Austriocyclops vindobonae Kiefer, 1964	1964
	56	Cyclopoida	Cyclopidae	Eucyclopinae	Austriocyclops	NULL	vindobonae	NULL	Austriocyclops vindobonae	Kiefer, 1964	Austriocyclops vindobonae Kiefer, 1964	1964	Austria	Kagran, Wien	well	NULL	16.449	48.258	EPSG: 4326	4799377.176	2814742.395	2 km	Francesco Cerasoli	Gaviria S. (1998) Checklist and distribution of the free-living copepods (Arthropoda: Crustacea) from Austria. Ann. Naturhist. Mus. Wien, 100B: 539-594	1998	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Well	Cyclopoida	Cyclopidae	Eucyclopinae	Austriocyclops	NULL	vindobonae	NULL	Austriocyclops vindobonae			Kiefer, 1964	Austriocyclops vindobonae Kiefer, 1964	1964
	57	Cyclopoida	Cyclopidae	Eucyclopinae	Austriocyclops	NULL	vindobonae	NULL	Austriocyclops vindobonae	Kiefer, 1964	Austriocyclops vindobonae Kiefer, 1964	1964	Austria	Kagran, Wien	well	NULL	16.449	48.258	EPSG: 4326	4799377.176	2814742.395	2 km	Francesco Cerasoli	Kiefer F. (1964) Zur Kenntnis der subterranen Copepoden (Crustacea) ôsterreichs. Ann. Naturhist. Mus. Wien, 67: 477-485	1964	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Well	Cyclopoida	Cyclopidae	Eucyclopinae	Austriocyclops	NULL	vindobonae	NULL	Austriocyclops vindobonae			Kiefer, 1964	Austriocyclops vindobonae Kiefer, 1964	1964
	58	Cyclopoida	Cyclopidae	Eucyclopinae	Austriocyclops	NULL	vindobonae	NULL	Austriocyclops vindobonae	Kiefer, 1964	Austriocyclops vindobonae Kiefer, 1964	1964	Austria	Wien, Lobau wetland	unconsolidated (phreatic)	Unclear	16.565	48.16	EPSG: 4326	4808899.562	2804643.84	0.5 km	Francesco Cerasoli	Pospisil P., Danielopol D. L. (2000) Diversity of groundwater dwelling Cyclopoida (Crustacea, Copepoda) in a Danube wetland in Austria. Vie Milieu, 50(3): 137-150	2000	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Cyclopoida	Cyclopidae	Eucyclopinae	Austriocyclops	NULL	vindobonae	NULL	Austriocyclops vindobonae			Kiefer, 1964	Austriocyclops vindobonae Kiefer, 1964	1964
	59	Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL	belgicus	NULL	Diacyclops belgicus	Kiefer, 1936	Diacyclops belgicus Kiefer, 1936	1936	Austria	Lurhîhle, Peggau-Semriach (2836/1)	cave, subterranean brook	NULL	15.371	47.222	EPSG: 4326	4727710.584	2693462.436	0.1 km	Francesco Cerasoli	Plesa C., Buzila R. (1998) Recherches sur la stygofaune de Lurgrotte (Styrie, Autriche) avec aperáu special sur les Cyclopides (Crustacea, Copepoda). Studii si cercetari (St. Naturii), 4: 201-224	1998	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave, Stream	Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL	belgicus	NULL	Diacyclops belgicus			Kiefer, 1936	Diacyclops belgicus Kiefer, 1936	1936
	60	Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL	clandestinus	NULL	Diacyclops clandestinus	(Kiefer, 1926)	Diacyclops clandestinus (Kiefer, 1926)	1926	Austria	Lurhîhle, Peggau-Semriach (2836/1)	Cave	NULL	15.371	47.222	EPSG: 4326	4727710.584	2693462.436	0.1 km	Francesco Cerasoli	Christian E., Spotl C. (2010) Karst geology and cave fauna of Austria: a concise review. International Journal of Speleology, 39 : 71-90	2010	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL	clandestinus	NULL	Diacyclops clandestinus			(Kiefer, 1926)	Diacyclops clandestinus (Kiefer, 1926)	1926
	61	Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL	clandestinus	NULL	Diacyclops clandestinus	(Kiefer, 1926)	Diacyclops clandestinus (Kiefer, 1926)	1926	Austria	Lurhîhle, Peggau-Semriach (2836/1)	cave, subterranean brook	NULL	15.371	47.222	EPSG: 4326	4727710.584	2693462.436	0.1 km	Francesco Cerasoli	Plesa C., Buzila R. (1998) Recherches sur la stygofaune de Lurgrotte (Styrie, Autriche) avec aperáu special sur les Cyclopides (Crustacea, Copepoda). Studii si cercetari (St. Naturii), 4: 201-224	1998	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave, Stream	Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL	clandestinus	NULL	Diacyclops clandestinus			(Kiefer, 1926)	Diacyclops clandestinus (Kiefer, 1926)	1926
	62	Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL	cohabitatus	NULL	Diacyclops cohabitatus	Monchenko, 1980	Diacyclops cohabitatus Monchenko, 1980	1980	Austria	Mausrodelhîhle (= Steinkeller) b. Lunz (1824/9), Lunz, Niederosterreich	Cave	NULL	15.025	47.855	EPSG: 4326	4696926.581	2761825.232	Comm.Centr	Francesco Cerasoli	Stoch F., Pospisil P. (2000) The Diacyclops languidoides ? group (Copepoda, Cyclopoida) in Austria, with redescription of Diacyclops cohabitatus Monchenko, 1980. Annls. Limnol., Toulouse, 36(1): 21-29	2000	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL	cohabitatus	NULL	Diacyclops cohabitatus			Monchenko, 1980	Diacyclops cohabitatus Monchenko, 1980	1980
	63	Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL	cohabitatus	NULL	Diacyclops cohabitatus	Monchenko, 1980	Diacyclops cohabitatus Monchenko, 1980	1980	Austria	Wien, Lobau wetland	Well	Unclear	16.565	48.16	EPSG: 4326	4808899.562	2804643.84	0.5 km	Francesco Cerasoli	Stoch F., Pospisil P. (2000) The Diacyclops languidoides ? group (Copepoda, Cyclopoida) in Austria, with redescription of Diacyclops cohabitatus Monchenko, 1980. Annls. Limnol., Toulouse, 36(1): 21-29	2000	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL	cohabitatus	NULL	Diacyclops cohabitatus			Monchenko, 1980	Diacyclops cohabitatus Monchenko, 1980	1980
	64	Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL	cohabitatus	NULL	Diacyclops cohabitatus	Monchenko, 1980	Diacyclops cohabitatus Monchenko, 1980	1980	Austria	Mausrodelhîhle (= Steinkeller) b. Lunz (1824/9), Lunz, Niederosterreich	cave	NULL	15.025	47.855	EPSG: 4326	4696926.581	2761825.232	Comm.Centr	Francesco Cerasoli	Chappuis P.A. (1934) ôstalpine Hîhlencopepoden. Bul. Soc. St. Cluj, 8: 211-217	1934	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL	cohabitatus	NULL	Diacyclops cohabitatus			Monchenko, 1980	Diacyclops cohabitatus Monchenko, 1980	1980
	65	Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL	cohabitatus	NULL	Diacyclops cohabitatus	Monchenko, 1980	Diacyclops cohabitatus Monchenko, 1980	1980	Austria	Wien, Lobau wetland	unconsolidated (phreatic)	Unclear	16.565	48.16	EPSG: 4326	4808899.562	2804643.84	0.5 km	Francesco Cerasoli	Pospisil P., Danielopol D. L. (2000) Diversity of groundwater dwelling Cyclopoida (Crustacea, Copepoda) in a Danube wetland in Austria. Vie Milieu, 50(3): 137-150	2000	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Unconsolidated sediment	Well	Cyclopoida	Cyclopidae	Cyclopinae	Diacyclops	NULL	cohabitatus	NULL	Diacyclops cohabitatus			Monchenko, 1980	Diacyclops cohabitatus Monchenko, 1980	1980
