site_code	site_name	latitude	longitude	coord_precision	altitude	country	locality	site_comments	sampling_date	sampling_participants	sampling_methods	sampling_fixatives	sampling_target	habitat	access_points	sampling_comments	sampling_id	taxon_name	unclassified	taxon_rank	family	genus	specific_epithet	tax_id_confer	tax_id_addendum	identified_on_date	identified_by	specimen_quantity	content_description	type_status	occurrence_comments	occurrence_id	data_repository	collection	pub_DOI	pub_authors	pub_year	pub_title	pub_journal	pub_verbatim	gene	seq_specimen_identifier	accession_number	MOTU	sequence_id	seq_comments
	NA	49,42696	3,70203	NA		FRA	Paissy		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	49,42696	3,70203	NA		FRA	Paissy		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	49,42696	3,70203	NA		FRA	Paissy		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	49,46908	3,69958	NA		FRA	Neuville-sur-Ailette		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	49,46908	3,69958	NA		FRA	Neuville-sur-Ailette		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	49,51378	3,72747	NA		FRA	Montchâlons		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	49,51378	3,72747	NA		FRA	Montchâlons		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	49,51378	3,72747	NA		FRA	Montchâlons		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	49,51378	3,72747	NA		FRA	Montchâlons		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	49,51378	3,72747	NA		FRA	Montchâlons		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	42,6285	2,26119	NA		FRA	Nohèdes		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	45,78492	2,00854	NA		FRA	Gentioux-Pigerolles		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	48,79645	2,2543	NA		FRA	Clamart		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	in Tertiary calcareous soil	49,493704	8,156752	NA		DEU	Leistadt		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	48,100891	7,642669	NA		DEU	NA		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	49,493617	8,156667	NA		DEU	NA		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	49,493617	8,156667	NA		DEU	NA		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	49,494167	8,157783	NA		DEU	NA		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	49,4717	6,09403	NA		LUX	NA		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	41,793466	2,434315	NA		ESP	NA		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	in oak litter on sandy soil	50,705382	-3,275797	NA		GBR	Dorset		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	deep in pine litter on coarse sandy soil	50,70973	-2,12225	NA		GBR	Wareham		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	in chalk grassland	51,137053	-1,461949	NA		GBR	Hampshire		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	51,469024	0,07899	NA		GBR	NA		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	51,469024	0,07899	NA		GBR	NA		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	51,469024	0,07899	NA		GBR	NA		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	51,469024	0,07899	NA		GBR	NA		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	51,49698	0,382103	NA		GBR	NA		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	51,499212	0,382939	NA		GBR	NA		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	51,570255	-2,544624	NA		GBR	NA		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	NA	51,570261	-2,543182	NA		GBR	NA		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Wiehlea calcarifera		species	Linyphiidae	Wiehlea	calcarifera				NA	NA						NA												
	Grotta Tacchi (Lo 2029)	45,90195224	9,18250856	NA		ITA	Sormano		NA					Terrestrial	Cave			Troglohyphantes caligatus		species	Linyphiidae	Troglohyphantes	caligatus				NA	NA						NA												
	Grotta Tacchi (Lo 2029)	45,90195224	9,18250856	NA		ITA	Sormano		NA					Terrestrial	Cave			Troglohyphantes caligatus		species	Linyphiidae	Troglohyphantes	caligatus				NA	NA						NA												
	Grotta Tacchi (Lo 2029)	45,90195224	9,18250856	NA		ITA	Sormano		NA					Terrestrial	Cave			Troglohyphantes caligatus		species	Linyphiidae	Troglohyphantes	caligatus				NA	NA						NA												
	Grotta Tacchi (Lo 2029)	45,90195224	9,18250856	NA		ITA	Sormano		NA					Terrestrial	Cave			Troglohyphantes caligatus		species	Linyphiidae	Troglohyphantes	caligatus				NA	NA						Marco Isaia Collection at Dipartimento di Biologia Animale e dell’Uomo, University of Torino, Torino, Italy (CI)												
	Between Lasnigo and Barni	45,899397	9,269104	NA		ITA	Barni		NA					Terrestrial	NA			Troglohyphantes caligatus		species	Linyphiidae	Troglohyphantes	caligatus				NA	NA						Marco Isaia Collection at Dipartimento di Biologia Animale e dell’Uomo, University of Torino, Torino, Italy (CI)												
	Monte San Primo	45,919579	9,226692	NA		ITA	Bellagio		NA					Terrestrial	NA			Troglohyphantes caligatus		species	Linyphiidae	Troglohyphantes	caligatus				NA	NA						Natural History Museum of Milan, Milan, Italy (MCSNM)												
	Monte Generoso	45,9313	9,0205	NA		ITA	Como		NA					Terrestrial	NA			Troglohyphantes caligatus		species	Linyphiidae	Troglohyphantes	caligatus				NA	NA						NA												
	Between Lasnigo and Barni	45,899397	9,269104	NA		ITA	Barni		NA					Terrestrial	NA			Troglohyphantes caligatus		species	Linyphiidae	Troglohyphantes	caligatus				NA	NA						NA												
	Monte San Primo	45,919579	9,226692	NA		ITA	Bellagio		NA					Terrestrial	NA			Troglohyphantes caligatus		species	Linyphiidae	Troglohyphantes	caligatus				NA	NA						NA												
	Monte Generoso	45,9313	9,0205	NA		ITA	Como		NA					Terrestrial	NA			Troglohyphantes caligatus		species	Linyphiidae	Troglohyphantes	caligatus				NA	NA						NA												
	Cueva Honda de Güímar	28,31083427	-16,37041359	NA		ESP	Tenerife		NA					Terrestrial	Cave			Agraecina canariensis		species	Liocranidae	Agraecina	canariensis				NA	NA						NA												
	Cueva de La Labrada	28,4375532	-16,41339592	NA		ESP	Tenerife		NA					Terrestrial	Cave			Agraecina canariensis		species	Liocranidae	Agraecina	canariensis				NA	NA						NA												
	Cueva de los Baldíos	28,47212643	-16,32580208	NA		ESP	Tenerife		NA					Terrestrial	Cave			Agraecina canariensis		species	Liocranidae	Agraecina	canariensis				NA	NA						NA												
	Cueva Grande Chío	28,25057319	-16,77630866	NA		ESP	Tenerife		NA					Terrestrial	Cave			Agraecina canariensis		species	Liocranidae	Agraecina	canariensis				NA	NA						NA												
	Cueva de Felipe Reventón	28,35017995	-16,70463802	NA		ESP	Tenerife		NA					Terrestrial	Cave			Agraecina canariensis		species	Liocranidae	Agraecina	canariensis				NA	NA						NA												
	Cueva del Viento-Sobrado	28,3452832	-16,69856171	NA		ESP	Tenerife		NA					Terrestrial	Cave			Agraecina canariensis		species	Liocranidae	Agraecina	canariensis				NA	NA						NA												
	Cueva del Mulo	28,33097833	-16,67527307	NA		ESP	Tenerife		NA					Terrestrial	Cave			Agraecina canariensis		species	Liocranidae	Agraecina	canariensis				NA	NA						NA												
	La Sima Robada	28,52859305	-16,14793067	NA		ESP	Tenerife		NA					Terrestrial	Cave			Agraecina canariensis		species	Liocranidae	Agraecina	canariensis				NA	NA						NA												
	Salto Frío	28,31674685	-16,50728603	NA		ESP	Tenerife		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Agraecina canariensis		species	Liocranidae	Agraecina	canariensis				NA	NA						NA												
	Arguayo	28,27165853	-16,80696374	NA		ESP	Tenerife		NA					Terrestrial, Surface	Shallow Subterranean Habitats (SSH)			Agraecina canariensis		species	Liocranidae	Agraecina	canariensis				NA	NA						NA												
