Data_Set	Person_DataEntry	Site_replicate	site_code	site_name	latitude	longitude	coord_precision	altitude	country	locality	site_comments	sampling_date	sampling_participants	sampling_methods	sampling_fixatives	sampling_target	habitat	access_points	sampling_comments	sampling_id	taxon_name	unclassified	taxon_rank	family	genus	specific_epithet	Subspecies	tax_id_confer	tax_id_addendum	identified_on_date	identified_by	verbatim_identification	specimen_quantity	content_description	type_status	occurrence_comments	occurrence_id	data_repository	collection	pub_DOI	pub_authors	pub_year	pub_title	pub_journal	pub_verbatim	gene	seq_specimen_identifier	accession_number	MOTU	sequence_id	seq_comments	
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Bou-Rouch Seebach	47,85493	15,062654	<1km		AT		Precision Set close to Seebach in Lunz am See, opposite of the biological station (and Point on Map) Province: Niederösterreich						Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic zone	Drilling with the Bou-Rouch pump in the sediments of the Seebach (tributary of the Ybbs). Isopods were regularly found at depth of 0.50 m to 1.40 m.		Proasellus slavus 		Species	Asellidae	Proasellus	slavus											STYA1274	Literature		10.5038/1827-806x.8.4.2		1976			Danielopol DL (1976) Sur la distribution géographique de la faune interstitielle du Danube et de certains de ses affluents en Basse-Autriche. International Journal of Speleology 8: 323–329. https://doi.org/10.5038/1827-806x.8.4.2							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny			Brandgrabenhöhle bei Hallstatt (1546/5)	47,54972	13,63167	<100m		AT		Precision Set close to cave entrance Province: Oberösterreich						Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus											STYA1371	Literature			Strouhal H | Vornatscher J	1975	Katalog der rezenten Höhlentiere Österreichs.	Ann. Naturhistor. Mus. Wien	Strouhal H, Vornatscher J (1975) Katalog der rezenten Höhlentiere Österreichs. Ann. Naturhistor. Mus. Wien 79: 137 - 151.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Brunnen 22. Bezirk Siedlung Neu-Straßäcker	48,223083	16,466383	<1km		AT		Precision Set close to Siedlung Neu-Straßäcker (according to: https://www.geschichtewiki.wien.gv.at/Siedlungsanlage_Neustra%C3%9F%C3%A4cker) Province: Wien	1972					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus vindobonensis		Species	Asellidae	Proasellus	slavus	vindobonensis										STYA1260	Literature			Vornatscher J	1972	Die Tierwelt des Grundwassers – Leben im Dunkeln.	Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München.	Vornatscher J (1972) Die Tierwelt des Grundwassers – Leben im Dunkeln. In: Ehrendorfer F, Kaltenbach A, Niklfeld H, Starmühler F (Eds), Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München, 659–674.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Brunnen in Lauterach Nr. 306 bei Bregenz	47,474845	9,725717	<10km		AT		Precision Set close to Lauterach center Province: Vorarlberg	02/01/1934					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							1			Legator: Ing. Soschka. 1 female.	STYA1337	Literature		http://www.jstor.org/stable/41768681.		1958			Strouhal H (1958) Asellus (Proasellus) im nördlichen Österreich (Isopoda, Asellota). Annalen des Naturhistorischen Museums in Wien: 263–282. Available from: http://www.jstor.org/stable/41768681.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Brunnen Langenzersdorf	48,3106725747553	16,3575676274467	<1km		AT		Precision Set close to Gemeindeamt Langenzersdorf, Hauptplatz 10, 2103 Langenzersdorf Province: Wien. Schacht- und Schlagbrunnen. 	1972					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali											STYA1259	Literature			Vornatscher J	1972	Die Tierwelt des Grundwassers – Leben im Dunkeln.	Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München.	Vornatscher J (1972) Die Tierwelt des Grundwassers – Leben im Dunkeln. In: Ehrendorfer F, Kaltenbach A, Niklfeld H, Starmühler F (Eds), Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München, 659–674.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			Buchenbrünnl am Anninger	48,0512212156746	16,240998986647	<10km		AT		Precision Set close to Buchbrunnen beim Anninger Province: Niederösterreich								Legator: J. Vornatscher. 		Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali										According to Strouhal H (1958) Asellus (Proasellus) im nördlichen Österreich (Isopoda, Asellota). Annalen des Naturhistorischen Museums in Wien: 263–282. Available from: http://www.jstor.org/stable/41768681. the probability of the specimen being P. strouhali is very high, however he did not get to see the animals himself. Can also be found in, where Danielopol DL (1976) Sur la distribution géographique de la faune interstitielle du Danube et de certains de ses affluents en Basse-Autriche. International Journal of Speleology 8: 323–329. https://doi.org/10.5038/1827-806x.8.4.2. states that the distribution of P. strouhali in this area (lower Austria) is much more limited than that of P. slavus. AND IN Vornatscher J (1972) Die Tierwelt des Grundwassers – Leben im Dunkeln. In: Ehrendorfer F, Kaltenbach A, Niklfeld H, Starmühler F (Eds), Die Naturgeschichte Wiens. Band II (Naturnahe Landschaften, Pflanzen- und Tierwelt). Arbeitsgemeinschaft im Institut für Wissenschaft und Kunst, Wien-München, 659–674. 	STYA1334	Literature		http://www.jstor.org/stable/41768681.		1958			Strouhal H (1958) Asellus (Proasellus) im nördlichen Österreich (Isopoda, Asellota). Annalen des Naturhistorischen Museums in Wien: 263–282. Available from: http://www.jstor.org/stable/41768681.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits			D03	48,1641429855371	16,5455906906218	<100m		AT		Precision Precise Province: Wien Grundwaserkurs: Geodata from Lobau Messstellen Database	14/02/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							2				STYA1386	Andreas Fuchs Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	9		D05	48,1642250401823	16,5454867069324	<100m		AT		Precision Precise Province: Wien Grundwaserkurs: Geodata from Lobau Messstellen Database	10/02/2020					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							25				STYA1387	Andreas Fuchs Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	9		D05	48,1642250401823	16,5454867069324	<100m		AT		Precision Precise Province: Wien Grundwaserkurs: Geodata from Lobau Messstellen Database	10/02/2020					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							8				STYA1394	Andreas Fuchs Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	9		D05	48,1642250401823	16,5454867069324	<100m		AT		Precision Precise Province: Wien Geodata from Lobau Messstellen Database	04/03/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							4				STYA1400	Santiago Gaviria Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	9		D05	48,1642250401823	16,5454867069324	<100m		AT		Precision Precise Province: Wien Geodata from Lobau Messstellen Database	09/12/2020					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				STYA1408	Santiago Gaviria Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	9		D05	48,1642250401823	16,5454867069324	<100m		AT		Precision Precise Province: Wien Geodata from Lobau Messstellen Database	12/01/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							3			only females	STYA1411	Santiago Gaviria Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	9		D05	48,1642250401823	16,5454867069324	<100m		AT		Precision Precise Province: Wien Geodata from Lobau Messstellen Database	02/02/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							1			only females	STYA1412	Santiago Gaviria Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	9		D05	48,1642250401823	16,5454867069324	<100m		AT		Precision Precise Province: Wien Geodata from Lobau Messstellen Database	04/05/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							9			only females	STYA1413	Santiago Gaviria Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	9		D05	48,1642250401823	16,5454867069324	<100m		AT		Precision Precise Province: Wien Geodata from Lobau Messstellen Database	12/01/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							1			juvenile	STYA1414	Santiago Gaviria Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	10		D10	48,1642111912756	16,5456275915374	<100m		AT		Precision Precise Province: Wien Geodata from Lobau Messstellen Database	02/02/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							2				STYA1401	Santiago Gaviria Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	10		D10	48,1642111912756	16,5456275915374	<100m		AT		Precision Precise Province: Wien Geodata from Lobau Messstellen Database	06/04/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							1				STYA1402	Santiago Gaviria Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	10		D10	48,1642111912756	16,5456275915374	<100m		AT		Precision Precise Province: Wien Geodata from Lobau Messstellen Database	08/06/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							8				STYA1403	Santiago Gaviria Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	10		D10	48,1642111912756	16,5456275915374	<100m		AT		Precision Precise Province: Wien Geodata from Lobau Messstellen Database	29/07/2020					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							1			only females	STYA1415	Santiago Gaviria Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	10		D10	48,1642111912756	16,5456275915374	<100m		AT		Precision Precise Province: Wien Geodata from Lobau Messstellen Database	02/09/2020					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							3			only females	STYA1416	Santiago Gaviria Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	10		D10	48,1642111912756	16,5456275915374	<100m		AT		Precision Precise Province: Wien Geodata from Lobau Messstellen Database	12/01/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							4			only females	STYA1417	Santiago Gaviria Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	10		D10	48,1642111912756	16,5456275915374	<100m		AT		Precision Precise Province: Wien Geodata from Lobau Messstellen Database	04/05/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							9			only females	STYA1418	Santiago Gaviria Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	10		D10	48,1642111912756	16,5456275915374	<100m		AT		Precision Precise Province: Wien Geodata from Lobau Messstellen Database	09/12/2020					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							1			juvenile	STYA1419	Santiago Gaviria Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	11		D11	48,1642371109462	16,5455684692332	<100m		AT		Precision Precise Province: Wien Grundwaserkurs: Geodata from Lobau Messstellen Database	14/02/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				STYA1388	Andreas Fuchs Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	11		D11	48,1642371109462	16,5455684692332	<100m		AT		Precision Precise Province: Wien Grundwaserkurs: Geodata from Lobau Messstellen Database	10/02/2020					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							58				STYA1395	Andreas Fuchs Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	11		D11	48,1642371109462	16,5455684692332	<100m		AT		Precision Precise Province: Wien	12/01/2023					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							2				STYA1468	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	11		D11	48,1642371109462	16,5455684692332	<100m		AT		Precision Precise Province: Wien	12/02/2023					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							1				STYA1469	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	11		D11	48,1642371109462	16,5455684692332	<100m		AT		Precision Precise Province: Wien	01/12/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							1				STYA1471	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	11		D11	48,1642371109462	16,5455684692332	<100m		AT		Precision Precise Province: Wien	10/04/2024					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							12				STYA1496	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	11		D11	48,1642371109462	16,5455684692332	<100m		AT		Precision Precise Province: Wien	10/04/2024					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							1				STYA1498	Project: Stygofauna Austriaca - University of Vienna														2
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny	11		D11	48,1642371109462	16,5455684692332	<100m		AT		Precision Precise Province: Wien	10/04/2024					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							2				STYA1499	Project: Stygofauna Austriaca - University of Vienna														2
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny			D11 - Untere Lobau	48,1643970773309	16,5456309778307	<100m		AT		Precision Precise Province: Wien	10/04/2024					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus strouhali 		Species	Asellidae	Proasellus	strouhali							17			Sequence coming from Lyon	STYA1459	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	12		D15	48,164175548212	16,5457220778847	<100m		AT		Precision Precise Province: Wien Geodata from Lobau Messstellen Database	02/09/2020					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							3				STYA1404	Santiago Gaviria Personal Data														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Raphael Veits	12		D15	48,164175548212	16,5457220778847	<100m		AT		Precision Precise Province: Wien Geodata from Lobau Messstellen Database	12/01/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus							8				STYA1405	Santiago Gaviria Personal Data														
