code	year	verbatim	authors	journal	title
Odenwall_1927_Memor_Societ_Fauna_Flora_Fen_3_16	1927	Odenwall E. 1927. Asellus aquaticus L. v. abyssalis nov. var. Memoranda Societatis pro Fauna et Flora Fennica, 3, 16.	Odenwall E.	Memoranda Societatis pro Fauna et Flora Fennica	Asellus aquaticus L. v. abyssalis nov. var
Needham_1937_Proceed_Zool_Soc_London_A107_3_289_313	1937	Needham A.E. 1937. On relative growth in Asellus aquaticus. Proceedings of the Zoological Society of London, A107(3), 289-313.	Needham A.E.	Proceedings of the Zoological Society of London, A	On relative growth in Asellus aquaticus
Miller_1933_Univ_California_Pub_Zool_39_4_97_109	1933	Miller M.A. 1933. A new blind isopod, Asellus californicus, and a revision of the subterranean asellids. University of California Publications in Zoology, 39(4), 97-110.	Miller M.A.	University of California Publications in Zoology	A new blind isopod, Asellus californicus, and a revision of the subterranean asellids
Matsumoto_1962_Jap_Jour_Zool_13_2_257_265	1962	Matsumoto K. 1962. A New subterranean Asellid from Hokkaido. Japanese Journal of Zoology, 13(2), 257-265.	Matsumoto K.	Japanese Journal of Zoology	A New subterranean Asellid from Hokkaido
Matsumoto_1961_Ann_Zool_Japon_34_4_208_215	1961	Matsumoto K. 1961. Two subterranean isopods from the Amami Group (Ryukyu Islands), with a description of a new species. Annotationes Zoologicae Japonenses, 34(4), 208-215.	Matsumoto K.	Annotationes Zoologicae Japonenses	Two subterranean isopods from the Amami Group (Ryukyu Islands), with a description of a new species
Matsumoto_1960_Jap_Jour_Zool_12_4_603_608	1960	Matsumoto K. 1960. The subterranean-water Isopods of the Akiyoshi limestone area. Japanese Journal of Zoology, 12(4), 603-608.	Matsumoto K.	Japanese Journal of Zoology	The subterranean-water Isopods of the Akiyoshi limestone area
Matsumoto_1960_Bull_Biogeogr_Soc_Japan_22_3_27_44	1960	Matsumoto K. 1960. Subterranean isopods of the Kyushu District, with the descriptions of three new species. Bulletin of the Biogeographical Society of Japan, 22(3), 27-44.	Matsumoto K.	Bulletin of the Biogeographical Society of Japan	Subterranean isopods of the Kyushu District, with the descriptions of three new species
Matsumoto_1960_Bull_Biogeogr_Soc_Japan_22_1_1_17	1960	Matsumoto K. 1960. Subterranean isopods of the Shikoku District, with the descriptions of three new species. Bulletin of the Biogeographical Society of Japan, 22(1), 1-17.	Matsumoto K.	Bulletin of the Biogeographical Society of Japan	Subterranean isopods of the Shikoku District, with the descriptions of three new species
Matsumoto_1958_Bull_Biogeogr_Soc_Japan_20_19_24	1958	Matsumoto K. 1958. A new subterranean-water isopod, Asellus kagaensis sp. nov., from the wells of Japan. Bulletin of the Biogeographical Society of Japan, 20(5), 19-24.	Matsumoto K.	Bulletin of the Biogeographical Society of Japan	A new subterranean-water isopod, Asellus kagaensis sp. nov., from the wells of Japan
Matsumoto_1956_Bul_Japan_Soc_Sci_Fish_21_12_1219_1225	1956	Matsumoto K. 1956. On the two new subterranean water isopods, Mackinia japonica gen. et sp. nov. and Asellus hubrichti sp. nov. Bulletin of the Japanese Society of Scientific Fisheries, 21(12), 1219-1225.	Matsumoto K.	Bulletin of the Japanese Society of Scientific Fisheries	On the two new subterranean water isopods, Mackinia japonica gen. et sp. nov. and Asellus hubrichti sp. nov
Martien_Benke_1977_Amer_Midl_Nat_98_1_162_175	1977	Martien R.F., Benke A.C. 1977. Distribution and production of two crustaceans in a wetland pond. The American Midland Naturalist, 98(1), 162-175.	Martien R.F., Benke A.C.	The American Midland Naturalist	Distribution and production of two crustaceans in a wetland pond
Manicastri_et_al_1980_Lav_Soc_Ital_Biogeogr_8_250_269	1980	Manicastri C., Baldari F., Argano R. 1980. Aspetti biogeografici del popolamento isopodologico della Sardegna. Lavori della Societa Italiana di Biogeografia, 8, 250-269.	Manicastri C., Baldari F., Argano R.	Lavori della Societa Italiana di Biogeografia	Aspetti biogeografici del popolamento isopodologico della Sardegna
Maloney_1939_Proc_US_Nat_Mus_86_457_459	1939	Maloney J.O. 1939. A new cave isopod from Florida. Proceedings of the United States National Museum, 86, 457-459.	Maloney J.O.	Proceedings of the United States National Museum	A new cave isopod from Florida
Magnin_Leconte_1971_Canadian_J_Zool_49_647_655	1971	Magnin E., Leconte O. 1971. Cycle vital d Asellus communis sensu Racovitza (1920) (Crustacea, Isopoda) du lac Saint-Louis pres de Montreal. Canadian Journal of Zoology, 49, 647-655.	Magnin E., Leconte O.	Canadian Journal of Zoology	Cycle vital d Asellus communis sensu Racovitza (1920) (Crustacea, Isopoda) du lac Saint-Louis pres de Montreal
Magniez_Toft_2000_Bull_mens_Soc_.linn_Lyon_69_6_127_132	2000	Magniez G.J., Toft J. 2000. Presence d un Asellide epige originaire d Extreme-Orient en Californie. Bulletin de la Societe Linneenne de Lyon, 69(6), 127-132.	Magniez G.J., Toft J.	Bulletin de la Societe Linneenne de Lyon	Presence d un Asellide epige originaire d Extreme-Orient en Californie
Magniez_Henry_2001_Mem_Biospeol_28_143_147	2001	Magniez G., Henry J.-P. 2001. Presence d un asellide stygobie dans une ile: causes et consequences. Memoires de Biospeologie, 28, 143-147.	Magniez G., Henry J.-P.	Memoires de Biospeologie	Presence d un asellide stygobie dans une ile: causes et consequences
Magniez_1965_Ann_Speleol_20_1_69_80	1965	Magniez G . 1965. Un Aselle phreatique du bassin aquitain: Asellus (Proasellus) albigensis n. sp. Annales de Spéléologie, 20(1), 69-80.	Magniez G .	Annales de Spéléologie	Un Aselle phreatique du bassin aquitain: Asellus (Proasellus) albigensis n. sp
Mackin_Hubricht_1938_Am_Midl_Nat_19_628_637	1938	Mackin J.G., Hubricht L. 1938. Records of distribution of species of isopods in central and southern United States, with description of four new species of Mancasellus and Asellus. The American Midland Naturalist, 19, 628-637.	Mackin J.G., Hubricht L.	The American Midland Naturalist	Records of distribution of species of isopods in central and southern United States, with description of four new species of Mancasellus and Asellus
Lewis_et_al_2003_Proc_Biol_Soc_Wash_116_1_190_197	2003	Lewis J.J., Martin J.W., Wetzer R. 2003. Columbasellus acheron, a new genus and species of subterranean isopod from Washington (Crustacea: Isopoda: Asellidae). Proceedings of the Biological Society of Washington, 116(1), 190-197.	Lewis J.J., Martin J.W., Wetzer R.	Proceedings of the Biological Society of Washington	Columbasellus acheron, a new genus and species of subterranean isopod from Washington (Crustacea: Isopoda: Asellidae)
Lewis_Bowman_1977_Proc_Biol_Soc_Wash_90_4_968_974	1977	Lewis J.J., Bowman T.E. 1977. Caecidotea carolinensis n.sp. the first subterranean water slater from North Carolina (Crustacea: Isopoda: Asellidae). Proceedings of the Biological Society of Washington, 90(4), 968-974.	Lewis J.J., Bowman T.E.	Proceedings of the Biological Society of Washington	Caecidotea carolinensis n.sp. the first subterranean water slater from North Carolina (Crustacea: Isopoda: Asellidae)
Lewis_2017_US_Fish_Wild_Ser_Rep_37	2017	Lewis J.J. 2017. Evaluation of the taxonomic status of the Lee County cave isopod Lirceus usdagalun. Report to the U. S. Fish and Wildlife Service, 37 pp.	Lewis J.J.	Fish and Wildlife Service	Evaluation of the taxonomic status of the Lee County cave isopod Lirceus usdagalun. Report to the U. S. , 37 pp.
Lewis_2009_Proc_Biol_Soc_Washington_122_2_215_224	2009	Lewis J.J. 2009. On the identity of Caecidotea nickajackensis (Crustacea: lsopoda: Asellidae). Proceedings of the Biological Society of Washington, 122(2), 215-224.	Lewis J.J.	Proceedings of the Biological Society of Washington	On the identity of Caecidotea nickajackensis (Crustacea: lsopoda: Asellidae)
Lewis_1980_Proc_Biol_Soc_Wash_93_2_314_326	1980	Lewis J.J. 1980. A comparison of Pseudobaicalasellus and Caecidotea, with a descritpion of Caecidotea bowmani, n. sp. (Crustacea: Isopoda: Asellidae). Proceedings of the Biological Society of Washington, 93(2), 314-326.	Lewis J.J.	Proceedings of the Biological Society of Washington	A comparison of Pseudobaicalasellus and Caecidotea, with a descritpion of Caecidotea bowmani, n. sp. (Crustacea: Isopoda: Asellidae)
Levi_1949_Proc_Acad_Nat_Sci_Philadelphia_220_1_6	1949	Levi H. 1949. Two new species of cave isopods from Pennsylvania. Proceedings of the Academy of Natural Sciences, Philadelphia, 220, 1-6.	Levi H.	Proceedings of the Academy of Natural Sciences, Philadelphia	Two new species of cave isopods from Pennsylvania
Legrand_1956_Notes_Biospeol_11_43_51	1956	Legrand J.-J. 1956. Contribution a l etude de la faune cavernicole de l ouest de la France. II. Asellus heilyi, n. sp. Notes biospeologiques, 11, 43-51.	Legrand J.-J.	Notes biospeologiques	Contribution a l etude de la faune cavernicole de l ouest de la France. II. Asellus heilyi, n. sp
Lefebvre_2014_Rap_Poitou_Charentes_Nature_30	2014	Lefebvre F. 2014. Etude et protection des Gallaselles et de leurs habitats aquatiques souterrains en Poitou-Charentes. Rapport Poitou-Charentes Nature, Fontaine-le-Comte, France, 30 pp.	Lefebvre F.	Rapport Poitou-Charentes Nature, Fontaine-le-Comte, France	Etude et protection des Gallaselles et de leurs habitats aquatiques souterrains en Poitou-Charentes. , 30 pp.
Kilikowska_et_al_2013_Cent_Eur_J_Biol_8_9_854_875	2013	Kilikowska A., Wysocka A., Burzynski A., Kostoski G., Rychlinska J., Sell J. 2013. Patterns of genetic differentiation and population history of endemic isopods (Asellidae) from ancient Lake Ohrid: combining allozyme and mtDNA data. Central European Journal of Biology, 8(9), 854-875.	Kilikowska A., Wysocka A., Burzynski A., Kostoski G., Rychlinska J., Sell J.	Central European Journal of Biology	Patterns of genetic differentiation and population history of endemic isopods (Asellidae) from ancient Lake Ohrid: combining allozyme and mtDNA data
Ketmaier_et_al_2001_J_Zool_Syst_Evol_Res_39_53_61	2001	Ketmaier V., Argano R., Cobolli M., De Matthaeis E., Messana G. 2001. A systematic and biogeographical study of epi- and hypogean populations of the Proasellus species group from Sardinia, central Italy and Jordan: allozyme insights. Journal of Zoological Systematics and Evolutionary Research, 39, 53-61.	Ketmaier V., Argano R., Cobolli M., De Matthaeis E., Messana G.	Journal of Zoological Systematics and Evolutionary Research	A systematic and biogeographical study of epi- and hypogean populations of the Proasellus species group from Sardinia, central Italy and Jordan: allozyme insights
Karaman_1934_Zool_Anz_108_1_2_23_26	1934	Karaman S. 1934. Weitere subterrane Aselliden aus Jugoslavien. Zoologischer Anzeiger, 108(1-2), 23-26.	Karaman S.	Zoologischer Anzeiger	Weitere subterrane Aselliden aus Jugoslavien
Juberthie_et_al_2016_Ecol_Mont_7_507_529	2016	Juberthie C., Sidorov D., Decu V., Mikhaljova E., Semenchenko K. 2016. Subterranean fauna from Siberia and Russian far east. Ecological Montenegrina, 7, 507-529.	Juberthie C., Sidorov D., Decu V., Mikhaljova E., Semenchenko K.	Ecological Montenegrina	Subterranean fauna from Siberia and Russian far east
Hubart_1980_82_Bull_Soc_Roy_Belge_Et_Geol_Archeol_XXV_347_362	1980	Hubart J.-M. 1980-1982. Observations preliminaires sur la biologie de Proasellus hermallensis Arcangeli (Crustacea, Isopoda, Asellota). Bulletin de la Societe Royale Belge d Etudes Geologiques et Archeologiques Les Chercheurs de la Wallonie, 25, 347-362.	Hubart J.-M.	Bulletin de la Societe Royale Belge d Etudes Geologiques et Archeologiques Les Chercheurs de la Wallonie	-1982. Observations preliminaires sur la biologie de Proasellus hermallensis Arcangeli (Crustacea, Isopoda, Asellota)
Holsinger_Bowman_1973_Int_J_Speleol_5_261_271	1973	Holsinger J.R., Bowman T.E. 1973. A new troglobitic isopod of the genus Lirceus (Asellidae) from Southwestern Virginia, with notes on its ecology and additional cave records for the Genus in the Appalachians. International Journal of Speleology, 5, 261-271.	Holsinger J.R., Bowman T.E.	International Journal of Speleology	A new troglobitic isopod of the genus Lirceus (Asellidae) from Southwestern Virginia, with notes on its ecology and additional cave records for the Genus in the Appalachians
Henry_et_al_1986_Stygofauna_Mundi_434_464	1986	Henry J.-P., Lewis J.J., Magniez G. 1986. Isopoda: Asellota: Aselloidea, Gnathostenetroidoidea, Stenetrioidea. In: Botosaneanu L. (Ed), Stygofauna Mundi. Brill, Leiden, 434-464.	Henry J.-P., Lewis J.J., Magniez G.	Brill, Leiden	Isopoda: Asellota: Aselloidea, Gnathostenetroidoidea, Stenetrioidea. In: Botosaneanu L. (Ed), Stygofauna Mundi
Henry_1976_lnt_J_Speleol_8_75_80	1976	Henry J.-P. 1976. Remarques sur l'Aselle psammique Proasellus walleri (Chappuis, 1948) (Crustacea, Isopoda, Asellota). International Journal of Speleology, 8, 75-80.	Henry J.-P.	International Journal of Speleology	Remarques sur l'Aselle psammique Proasellus walleri (Chappuis, 1948) (Crustacea, Isopoda, Asellota)
Henry_1971_Vie_Milieu_22_1_C_33_77	1971	Henry J.-P. 1971. Contribution à l'étude du genre Proasellus (Crustacea Isopoda Asellidae): le groupe cavaticus. Vie Milieu, 22(1), 33-77.	Henry J.-P.	Vie Milieu	Contribution à l'étude du genre Proasellus (Crustacea Isopoda Asellidae): le groupe cavaticus
Henry_1967_Annls_Soc_Roy_Zool_Belgique_97_4_237_244	1967	Henry J.-P. 1967. Aselles de Belgique. Annales de la Societe Royale Zoologique de Belgique, 97(4), 237-244.	Henry J.-P.	Annales de la Societe Royale Zoologique de Belgique	Aselles de Belgique
Hay_1902_Proc_U_S_Nat_Mus_25_417_439	1902	Hay W.P. 1902. Observations on the Crustacean fauna of Nickajack Cave, Tennessee, and Vicinity. Proceedings of the United States National Museum, 25, 417-439.	Hay W.P.	Proceedings of the United States National Museum	Observations on the Crustacean fauna of Nickajack Cave, Tennessee, and Vicinity
Hay_1901_Proc_Biol_Soc_Wash_14_179_180	1901	Hay W.P. 1901. Two new subterranean crustaceans from the United States. Proceedings of the Biological Society of Washington, 14, 179-180.	Hay W.P.	Proceedings of the Biological Society of Washington	Two new subterranean crustaceans from the United States
Harger_1876_Am_J_Sci_Art_3_11_304_305	1876	Harger O. 1876. Desscription of Mancasellus brachyurus, a new species of freshwater isopod. American Journal of Science and Art, 3(XI), 304-305.	Harger O.	American Journal of Science and Art, 3(XI	Desscription of Mancasellus brachyurus, a new species of freshwater isopod
Harford_1876_Proc_California_Acad_Sci_7_53_55	1876	Harford W.G.W. 1876. Description of a new genus and three new species of sessile-eyed Crustacea. Proceedings of the California Academy of Sciences, 7, 53-55.	Harford W.G.W.	Proceedings of the California Academy of Sciences	Description of a new genus and three new species of sessile-eyed Crustacea
Halley_1988_Bull_sci_Bourg_41_1_2_7_21	1988	Halley E. 1988. Dynamique d une population de Proasellus walteri (Chappuis, 1948) (Crustace lsopoda Asellidae), au niveau d une nappe phreatique superficielle. Bulletin Scientifique de Bourgogne, 41(1-2), 7-21.	Halley E.	Bulletin Scientifique de Bourgogne	Dynamique d une population de Proasellus walteri (Chappuis, 1948) (Crustace lsopoda Asellidae), au niveau d une nappe phreatique superficielle
Grube_1872_Jahresb_Schles_Gesellsch_50_66_68	1872	Grube A.E. Ed. 1872. Ueber einige bisher unbekannte Bewohner des Baikalsees. Jahres-Bericht der Schlesischen Gesellschaft für Vaterländische Cultur., 50, 66-68.	Grube A.E. Ed.	Jahres-Bericht der Schlesischen Gesellschaft für Vaterländische Cultur	Ueber einige bisher unbekannte Bewohner des Baikalsees.
Graening_et_al_2007_Proc_Okla_Acad_Sci_87_1_14	2007	Graening G.O., Slay M.E., Fenolio D.B., Robison H.W. 2007. Annotated checklist of the Isopoda (Subphylum Crustacea: Class Malacostraca) of Arkansas and Oklahoma, with emphasis upon subterranean habitats. Proceedings of the Oklahoma Academy of Science, 87, 1-14.	Graening G.O., Slay M.E., Fenolio D.B., Robison H.W.	Proceedings of the Oklahoma Academy of Science	Annotated checklist of the Isopoda (Subphylum Crustacea: Class Malacostraca) of Arkansas and Oklahoma, with emphasis upon subterranean habitats
Frade_1939_Naturália_III_1_2_1_8	1939	Frade F. 1939. Um crustaceo cavernícola de Portugal. (Notas biologicas). Naturalia, III (1-2), Lisboa, 1-8.	Frade F.	Naturalia, III (1-2), Lisboa	Um crustaceo cavernícola de Portugal. (Notas biologicas)
Forbes_1876_Bul_Illinois_Mus_Nat_Hist_1_1_25	1876	Forbes S.A. 1876. List of Illinois Crustacea with descriptions of new species. Bulletin of the Illinois Museum of Natural History, 1, 1-25.	Forbes S.A.	Bulletin of the Illinois Museum of Natural History	List of Illinois Crustacea with descriptions of new species
Fleming_Steeves_1972_Amer_Mid_Natur_87_1_245_249	1972	Fleming L.E., Steeves H.R. 1972. Two new species of troglobitic asellids from the United States. The American Midland Naturalist, 87(1), 245-249.	Fleming L.E., Steeves H.R.	The American Midland Naturalist	Two new species of troglobitic asellids from the United States
Fleming_1973_Int_J_Speleol_5_283_310	1973	Fleming L.E. 1973. The Evolution of the Eastern North American Isopods of the Genus Asellus (Crustacea: Asellidae). Part 2. International Journal of Speleology, 5, 283-310.	Fleming L.E.	International Journal of Speleology	The Evolution of the Eastern North American Isopods of the Genus Asellus (Crustacea: Asellidae). Part 2
